state,issuer,dated_date,series,corp_project,deal_amount,sale_date,first_coupon_date,first_call_date,issue_type,offering_type,security_type,tax_status,bank_qualified,moody_rating,sp_rating,fitch_rating,bond_insurance,lead_manager,paying_agent,deal_id
NY,BUILD NYC RESOURCE CORP N Y REV,11/08/2023,2023-A,South Bronx Charter School for International/South Bronx Charter School for International,"$18,615,000.00",10/25/2023,04/15/2024,04/15/2033,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,B+ / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD AND CO INC,BANK OF NEW YORK MELLON,0x001035560335094C
FL,CAPITAL TRUST AUTHORITY EDUCATIONAL FACILITIES,11/08/2023,2023,Global Outreach Charter Academy Project/Global Outreach Charter Academy Project,"$24,455,000.00",11/03/2023,12/31/2023,06/30/2030,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,BC ZIEGLER AND CO,ZIONS BANCORPORATION NA,0x0010357C3F44092B
PA,LEHIGH COUNTY GENERAL PURPOSE AUTHORITY,10/26/2023,2023,Lehigh Valley Dual Language Charter School/Lehigh Valley Dual Language Charter School,"$8,300,000.00",10/19/2023,06/01/2024,06/01/2030,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,Ba1 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,BC ZIEGLER AND CO,US BANK TRUST CO NA,0x00103534C62C09F2
WI,PUBLIC FIN AUTH WIS CHARTER SCH REV,11/09/2023,2023,Socrates Academy Project/Socrates Academy Project,"$31,325,000.00",11/07/2023,12/15/2023,06/15/2027,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,STIFEL NICOLAUS AND CO INC,UMB BANK NA,0x0010355123480916
WI,PUBLIC FIN AUTH WIS CHARTER SCH REV,11/20/2023,2023-B,Alamance Community School Project/Alamance Community School Project,"$420,000.00",11/14/2023,06/15/2024,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,Ba2 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,N/A,US BANK TRUST CO NA,0x001035C3C6580971
WI,PUBLIC FIN AUTH WIS CHARTER SCH REV,11/20/2023,2023-A,Alamance Community School Project/Alamance Community School Project,"$8,270,000.00",11/14/2023,06/15/2024,06/15/2033,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,Ba2 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,US BANK TRUST CO NA,0x001035C2C6580970
WI,PUBLIC FIN AUTH WIS ED REV,11/28/2023,2023,Unity Classical Charter School A Challenge Founda/Unity Classical Charter School A Challenge Founda,"$29,610,000.00",11/15/2023,07/01/2024,07/01/2030,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,BC ZIEGLER AND CO,BOKF NA,0x00103581BA560941
WI,PUBLIC FIN AUTH WIS EDL FAC REV,10/31/2023,2023-B,Hobgood Charter School Inc/Hobgood Charter School Inc,"$300,000.00",10/27/2023,12/15/2023,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,TRUIST SECURITIES INC,TRUIST BANK,0x001035312D370907
WI,PUBLIC FIN AUTH WIS EDL FAC REV,10/31/2023,2023-A,Hobgood Charter School Inc/Hobgood Charter School Inc,"$6,960,000.00",10/27/2023,12/15/2023,06/15/2030,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,TRUIST SECURITIES INC,TRUIST BANK,0x001035302D370906
WI,PUBLIC FIN AUTH WIS EDL FAC REV,10/31/2023,2023-B,Optima Classical Academy at Gladiolus Project/Optima Classical Academy at Gladiolus Project,"$530,000.00",10/26/2023,12/01/2023,12/01/2027,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,BC ZIEGLER AND CO,UMB BANK NA,0x001035B4583909F9
WI,PUBLIC FIN AUTH WIS EDL FAC REV,10/31/2023,2023-A,Optima Classical Academy at Gladiolus Project/Optima Classical Academy at Gladiolus Project,"$28,620,000.00",10/26/2023,12/01/2023,12/01/2027,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,BC ZIEGLER AND CO,UMB BANK NA,0x001035B3583909FE
AZ,ARIZONA INDL DEV AUTH NATL CHARTER SCH REVOLVING LN FD REV,12/19/2023,2023-A,N/A,"$280,000,000.00",12/06/2023,05/01/2024,05/01/2028,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,A / N/A / N/A,N/A / N/A,N/A,SIEBERT WILLIAMS SHANK AND CO LLC,US BANK TRUST CO NA,0x0010355C91740995
FL,CAPITAL TRUST AUTHORITY EDUCATIONAL FACILITIES,12/21/2023,2023-B,IPS Enterprises Inc Projects/IPS Enterprises Inc Projects,"$355,000.00",12/13/2023,06/15/2024,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,MORGAN STANLEY AND CO LLC,REGIONS BANK,0x001035323C8309A1
FL,CAPITAL TRUST AUTHORITY EDUCATIONAL FACILITIES,12/21/2023,2023-A,IPS Enterprises Inc Projects/IPS Enterprises Inc Projects,"$86,645,000.00",12/13/2023,06/15/2024,06/15/2030,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,MORGAN STANLEY AND CO LLC,REGIONS BANK,0x001035BD1A81090A
GA,COBB CNTY GA DEV AUTH CHARTER SCH REV,12/21/2023,2023-B,Northwest Classical Academy Project/Northwest Classical Academy Project,"$310,000.00",12/14/2023,06/15/2024,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,HERBERT J SIMS AND CO INC,UMB BANK NA,0x00103575288509F4
GA,COBB CNTY GA DEV AUTH CHARTER SCH REV,12/21/2023,2023-A,Northwest Classical Academy Project/Northwest Classical Academy Project,"$28,065,000.00",12/14/2023,06/15/2024,06/15/2031,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,HERBERT J SIMS AND CO INC,UMB BANK NA,0x00103574288509F5
OR,OREGON ST FACS AUTH CHARTER SCH REV,12/11/2023,2023-B,N/A,"$1,465,000.00",12/07/2023,06/15/2024,12/15/2026,Bond,Negotiated,REVENUE,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,N/A,N/A,0x001035F6C27A0962
OR,OREGON ST FACS AUTH CHARTER SCH REV,12/11/2023,2023-A,N/A,"$18,110,000.00",12/07/2023,06/15/2024,12/15/2026,Bond,Negotiated,REVENUE,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,N/A,N/A,0x00103555DB7609D4
WI,PUBLIC FIN AUTH WIS ED REV,12/14/2023,2023-B,Revolution Academy/Revolution Academy,"$390,000.00",12/07/2023,04/01/2024,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,BB / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD AND CO INC,UMB BANK NA,0x001035B8E9780905
WI,PUBLIC FIN AUTH WIS ED REV,12/14/2023,2023-A,Revolution Academy/Revolution Academy,"$22,535,000.00",12/07/2023,04/01/2024,10/01/2031,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,BB / N/A / N/A,N/A / N/A,N/A,BAIRD,N/A,0x001035B7E978090A
WI,PUBLIC FIN AUTH WIS EDL FAC REV,11/30/2023,2023-B,Southeast Ohio Classical Academy/Southeast Ohio Classical Academy,"$775,000.00",11/21/2023,12/15/2023,12/15/2025,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,HERBERT J SIMS AND CO INC,UMB BANK NA,0x001035035461091A
WI,PUBLIC FIN AUTH WIS EDL FAC REV,11/30/2023,2023-A,Southeast Ohio Classical Academy/Southeast Ohio Classical Academy,"$4,520,000.00",11/21/2023,06/15/2024,12/15/2025,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,HERBERT J SIMS AND CO INC,UMB BANK NA,0x001035025461091B
WI,PUBLIC FINANCE AUTHORITY,12/15/2023,2023-1 A,N/A,"$339,805,000.00",12/01/2023,07/01/2024,07/01/2024,Other Muni Certificate,Negotiated,REVENUE,US FEDERAL TAX EXEMPT,No,Aa3 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,JEFFERIES LLC,WILMINGTON TRUST NA,0x00103548B76F09BC
SC,SOUTH CAROLINA JOBS-ECONOMIC DEV AUTH EDL FACS REV,11/21/2023,2023-B,Riverwalk Academy Project/Riverwalk Academy Project,"$1,150,000.00",11/16/2023,06/15/2024,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,US BANK TRUST CO NA,0x0010357B5B590955
SC,SOUTH CAROLINA JOBS-ECONOMIC DEV AUTH EDL FACS REV,11/21/2023,2023-A,Riverwalk Academy Project/Riverwalk Academy Project,"$25,120,000.00",11/16/2023,06/15/2024,06/15/2033,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,US BANK TRUST CO NA,0x0010354559590969
CA,CALIFORNIA SCH FIN AUTH CHARTER SCH REV,01/04/2024,2023-B,Scholarship Prep Public Schools Obligated Group/Scholarship Prep Public Schools Obligated Group,"$715,000.00",12/18/2023,06/01/2024,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,STIFEL NICOLAUS AND CO INC,WILMINGTON TRUST NA,0x001035A575890975
CA,CALIFORNIA SCH FIN AUTH CHARTER SCH REV,01/04/2024,2023-A,Scholarship Prep Public Schools Obligated Group/Scholarship Prep Public Schools Obligated Group,"$20,935,000.00",12/18/2023,06/01/2024,06/01/2031,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,STIFEL NICOLAUS AND CO INC,WILMINGTON TRUST NA,0x0010352F728909F8
CO,COLORADO EDL & CULTURAL FACS AUTH REV,12/21/2023,2023-B,The Stead School Project/The Stead School Project,"$465,000.00",12/19/2023,07/01/2024,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS LLC,UMB BANK NA,0x001035BB65850977
CO,COLORADO EDL & CULTURAL FACS AUTH REV,12/21/2023,2023-A,The Stead School Project/The Stead School Project,"$22,215,000.00",12/19/2023,07/01/2024,07/01/2030,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS LLC,UMB BANK NA,0x001035B965850975
OH,COLUMBUS-FRANKLIN CNTY OHIO FIN AUTH LEASE REV,12/28/2023,2023,Cornerstone Academy Community School/Cornerstone Academy Community School,"$30,000,000.00",12/21/2023,07/01/2024,07/01/2028,Bond,Limited,REVENUE,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PIPER SANDLER AND CO,UMB BANK NA,0x00103558248D09DD
DC,DISTRICT COLUMBIA REV,12/28/2023,2023,N/A,"$32,310,000.00",12/26/2023,07/01/2024,N/A,Bond,Negotiated,REVENUE,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,N/A,N/A,0x001035BA65850976
IN,INDIANA FIN AUTH EDL FACS REV,01/11/2024,2024,Matchbook Learning Schools of Indiana Inc Project/Matchbook Learning Schools of Indiana Inc Project,"$20,505,000.00",12/29/2023,06/15/2024,06/15/2031,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,Ba2 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD AND CO INC,UMB BANK NA,0x001035CEEE950999
CA,CALIFORNIA SCH FIN AUTH CHARTER SCH REV,01/31/2024,2024-B,Harbor Springs Obligated Group/Harbor Springs Obligated Group,"$530,000.00",01/18/2024,07/01/2024,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,BB+ / N/A / N/A,N/A / N/A,N/A,STIFEL NICOLAUS AND CO INC,US BANK TRUST CO NA,0x00103570C9B60923
CA,CALIFORNIA SCH FIN AUTH CHARTER SCH REV,01/31/2024,2024-A,Harbor Springs Obligated Group/Harbor Springs Obligated Group,"$16,730,000.00",01/18/2024,07/01/2024,07/01/2031,Bond,Negotiated,REVENUE,US FEDERAL TAX EXEMPT,No,N/A / N/A,BB+ / N/A / N/A,N/A / N/A,N/A,STIFEL NICOLAUS AND CO INC,N/A,0x0010356FC9B6093C
TX,CLIFTON TEX HIGHER ED FIN CORP ED REV,02/29/2024,2024-A,International Leadership of Texas Inc/International Leadership of Texas Inc,"$214,170,000.00",02/08/2024,08/15/2024,08/15/2033,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,Baa3 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS LLC,ZIONS BANCORPORATION NA,0x001035E83DD3092A
DC,DISTRICT COLUMBIA REV,02/29/2024,2024-B,Rocketship DC Obligated Group Issue No 3/Rocketship DC Obligated Group Issue No 3,"$1,030,000.00",02/08/2024,06/01/2024,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,STIFEL NICOLAUS AND CO INC,WILMINGTON TRUST NA,0x0010359530D7095E
DC,DISTRICT COLUMBIA REV,02/29/2024,2024-A,Rocketship DC Obligated Group Issue No 3/Rocketship DC Obligated Group Issue No 3,"$28,880,000.00",02/08/2024,06/01/2024,06/01/2031,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,STIFEL NICOLAUS AND CO INC,WILMINGTON TRUST NA,0x001035BB48D70908
ID,IDAHO HSG & FIN ASSN NONPROFIT FACS REV,01/25/2024,2024-A,Sage International School of Middleton Project/Sage International School of Middleton Project,"$14,920,000.00",01/18/2024,05/01/2024,05/01/2032,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,Aa2 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,RAYMOND JAMES AND ASSOCIATES INC,ZIONS BANCORPORATION NA,0x001035DB65B40926
ID,IDAHO HSG & FIN ASSN NONPROFIT FACS REV,01/25/2024,2024-B,Sage International School of Middleton Project/Sage International School of Middleton Project,"$295,000.00",01/18/2024,05/01/2024,N/A,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,Aa2 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,RAYMOND JAMES AND ASSOCIATES INC,ZIONS BANCORPORATION NA,0x001035DC65B40921
AZ,LA PAZ CNTY ARIZ INDL DEV AUTH ED FAC REV,01/26/2024,2024-B,Florida Charter Educational Foundation Inc Project/Florida Charter Educational Foundation Inc Project,"$2,240,000.00",01/24/2024,06/15/2024,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,HJ SIMS,REGIONS BANK,0x0010351C05B9098C
AZ,LA PAZ CNTY ARIZ INDL DEV AUTH ED FAC REV,01/26/2024,2024-A,Florida Charter Educational Foundation Inc Project/Florida Charter Educational Foundation Inc Project,"$19,280,000.00",01/24/2024,06/15/2024,07/01/2026,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,HJ SIMS,REGIONS BANK,0x0010351B05B9098B
FL,LEE CNTY FLA INDL DEV AUTH INDL DEV REV,02/06/2024,2024-B,Lee County Community Charter Schools LLC Projects/Lee County Community Charter Schools LLC Projects,"$2,445,000.00",01/23/2024,06/15/2024,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,HERBERT J SIMS AND CO INC,REGIONS BANK,0x001035A3CEBD09FC
FL,LEE CNTY FLA INDL DEV AUTH INDL DEV REV,02/06/2024,2024-A,Lee County Community Charter Schools LLC Projects/Lee County Community Charter Schools LLC Projects,"$9,400,000.00",01/23/2024,06/15/2024,06/15/2031,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,HERBERT J SIMS AND CO INC,REGIONS BANK,0x001035A2CEBD09FD
LA,LOUISIANA PUB FACS AUTH REV,02/20/2024,2024-B,Athlos Academy of Jefferson Parish Charter School/Athlos Academy of Jefferson Parish Charter School,"$485,000.00",02/02/2024,06/01/2024,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,HERBERT J SIMS AND CO INC,ZIONS BANCORPORATION NA,0x001035AECBCC0985
LA,LOUISIANA PUB FACS AUTH REV,02/20/2024,2024-A,Athlos Academy of Jefferson Parish Charter School/Athlos Academy of Jefferson Parish Charter School,"$31,630,000.00",02/02/2024,06/01/2024,06/01/2031,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,HERBERT J SIMS AND CO INC,ZIONS BANCORPORATION NA,0x001035ADCBCC0986
AZ,MARICOPA CNTY ARIZ INDL DEV AUTH ED REV,01/30/2024,2024-B,Sun Valley Academy Projects/Sun Valley Academy Projects,"$410,000.00",01/17/2024,07/01/2024,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS LLC,BOKF NA,0x001035AB85B009B2
AZ,MARICOPA CNTY ARIZ INDL DEV AUTH ED REV,01/30/2024,2024-A,Sun Valley Academy Projects/Sun Valley Academy Projects,"$56,885,000.00",01/17/2024,07/01/2024,07/01/2031,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS LLC,BOKF NA,0x001035AA85B009B3
PA,PHILADELPHIA PA AUTH FOR INDL DEV REVS,01/25/2024,2023-2,Esperanza Academy Charter School Project/Esperanza Academy Charter School Project,"$16,905,000.00",01/23/2024,06/15/2024,12/15/2030,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,TRUIST SECURITIES INC,US BANK TRUST CO NA,0x0010359ECFBA09C7
UT,UTAH ST CHARTER SCH FIN AUTH CHARTER SCH REV,01/31/2024,2024-A,Summit Academy Incorporated/Summit Academy Incorporated,"$15,325,000.00",01/24/2024,04/15/2024,04/15/2033,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,ZIONS BANCORPORATION NA,0x001035813AC00957
FL,CAPITAL TR AGY FLA EDL FACS REV,02/29/2024,2024-A,KIPP Miami North Campus Project/KIPP Miami North Campus Project,"$26,585,000.00",02/20/2024,06/15/2024,06/15/2029,Bond,Negotiated,REVENUE,US FEDERAL TAX EXEMPT,No,N/A / N/A,BB / N/A / N/A,N/A / N/A,N/A,PNC CAPITAL MARKETS LLC,N/A,0x001035F710E80923
FL,CAPITAL TRUST AUTHORITY EDUCATIONAL FACILITIES,02/29/2024,2024-A,KIPP Miami North Campus Project/KIPP Miami North Campus Project,"$26,585,000.00",02/20/2024,06/15/2024,06/15/2029,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PNC CAPITAL MARKETS LLC,WILMINGTON TRUST NA,0x0010350AB8EE0970
PA,CHESTER CNTY PA INDL DEV AUTH REV,02/29/2024,2024,Avon Grove Charter School/Avon Grove Charter School,"$50,920,000.00",02/22/2024,09/01/2024,09/01/2026,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / MIG 3,N/A / N/A / N/A,N/A / N/A,N/A,PNC CAPITAL MARKETS LLC,BANK OF NEW YORK MELLON TRUST CO NA,0x001035776DEC09DA
GA,DEKALB CNTY GA DEV AUTH REV,02/28/2024,2024-B,The Globe Academy Inc Project/The Globe Academy Inc Project,"$50,000.00",02/14/2024,06/01/2024,N/A,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,WR / N/A,N/A / N/A / N/A,N/A / N/A,N/A,RAYMOND JAMES AND ASSOCIATES INC,UMB BANK NA,0x001035B97DDD0935
GA,DEKALB CNTY GA DEV AUTH REV,02/28/2024,2024-A,The Globe Academy Inc Project/The Globe Academy Inc Project,"$24,380,000.00",02/14/2024,06/01/2024,06/01/2029,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,Baa2 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,RAYMOND JAMES AND ASSOCIATES INC,UMB BANK NA,0x001035006BDD099A
ID,IDAHO HSG & FIN ASSN NONPROFIT FACS REV,02/27/2024,2024,Victory Charter School Project/Victory Charter School Project,"$2,280,000.00",02/14/2024,11/01/2024,05/01/2032,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,Aa2 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD CO INC,ZIONS BANCORPORATION NA,0x001035A78EDD09D8
ID,IDAHO HSG & FIN ASSN NONPROFIT FACS REV,04/02/2024,2024-B,Treasure Valley Classical Academy Project/Treasure Valley Classical Academy Project,"$1,420,000.00",03/12/2024,11/01/2024,05/01/2032,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,Aa2 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD AND CO INC,ZIONS BANCORPORATION NA,0x00103592B5060A0E
ID,IDAHO HSG & FIN ASSN NONPROFIT FACS REV,04/02/2024,2024-A,Treasure Valley Classical Academy Project/Treasure Valley Classical Academy Project,"$7,005,000.00",03/12/2024,11/01/2024,05/01/2032,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,Aa2 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD AND CO INC,ZIONS BANCORPORATION NA,0x00103591B5060A0D
AZ,MARICOPA CNTY ARIZ INDL DEV AUTH ED REV,03/21/2024,2024,Prescott Valley Charter School Project/Prescott Valley Charter School Project,"$11,710,000.00",03/08/2024,07/01/2024,07/01/2031,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,HERBERT J SIMS AND CO INC,US BANK TRUST CO NA,0x001035045A020A73
OR,OREGON ST FACS AUTH CHARTER SCH REV,03/14/2024,2024-B,Portland Village School Project/Portland Village School Project,"$335,000.00",03/07/2024,06/15/2024,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,ZIONS BANCORPORATION NA,0x001035922E020A91
OR,OREGON ST FACS AUTH CHARTER SCH REV,03/14/2024,2024-A,Portland Village School Project/Portland Village School Project,"$19,590,000.00",03/07/2024,06/15/2024,12/15/2034,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,ZIONS BANCORPORATION NA,0x001035912E020A92
RI,BURRILLVILLE R I,04/11/2024,2024,N/A,"$3,200,000.00",03/28/2024,10/01/2024,04/01/2034,Bond,Competitive,UNLIMITED GENERAL OBLIGATION,US FEDERAL TAX EXEMPT,Yes,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,ROOSEVELT AND CROSS INC,US BANK TRUST CO NA,0x00106A3B05070043
FL,CAPITAL PROJECTS FINANCE AUTHORITY,04/30/2024,2024,Kissimmee Charter Academy Project/Kissimmee Charter Academy Project,"$11,940,000.00",04/23/2024,06/15/2024,06/15/2034,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,UMB BANK NA,0x00106AD4DE320042
FL,CAPITAL TRUST AUTHORITY EDUCATIONAL FACILITIES,05/21/2024,2024-B,Independence Classical Academy Project/Independence Classical Academy Project,"$495,000.00",05/08/2024,12/15/2024,N/A,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PNC CAPITAL MARKETS LLC,UMB BANK NA,0x00106A9EE5470046
FL,CAPITAL TRUST AUTHORITY EDUCATIONAL FACILITIES,05/21/2024,2024-A,Independence Classical  Academy Project/Independence Classical  Academy Project,"$15,805,000.00",05/08/2024,12/15/2024,06/15/2032,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PNC CAPITAL MARKETS LLC,UMB BANK NA,0x00106A9DE5470045
TX,CLIFTON TEX HIGHER ED FIN CORP ED REV,05/30/2024,2024,IDEA Public Schools/IDEA Public Schools,"$204,610,000.00",05/08/2024,08/15/2024,08/15/2032,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,AAA / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD AND CO INC,REGIONS BANK,0x00106ACCF0470001
CO,COLORADO EDL & CULTURAL FACS AUTH REV,04/25/2024,2024-B,Ascent Classical Academy Charter Schools/Ascent Classical Academy Charter Schools,"$500,000.00",04/18/2024,10/01/2024,04/25/2024,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,BB / N/A / N/A,N/A / N/A,N/A,HERBERT J SIMS AND CO INC,UMB BANK NA,0x00106A195B2C0014
CO,COLORADO EDL & CULTURAL FACS AUTH REV,04/25/2024,2024-A,Ascent Classical Academy Charter Schools Inc Proj/Ascent Classical Academy Charter Schools Inc Proj,"$77,015,000.00",04/18/2024,10/01/2024,04/01/2031,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,BB / N/A / N/A,N/A / N/A,N/A,HERBERT J SIMS AND CO INC,UMB BANK NA,0x00106A185B2C0015
